cohort_name,estimate,value,diagnostics,source
obesity_pregnant,Frequently seen signs and symptoms,"increased body mass index, excessive gestational weight gain, shortness of breath, fatigue, joint pain, oedema, back pain, headache, snoring, daytime sleepiness (These signs and symptoms are common as they directly relate to the physiological changes of pregnancy compounded by the physical burden and metabolic effects of obesity.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
obesity_pregnant,Frequently seen medications,"folic acid, iron, vitamin D, calcium, multivitamin, metformin, low molecular weight heparin, labetalol, nifedipine (Medications commonly seen include prenatal supplements essential for pregnancy, alongside specific treatments for obesity-related complications such as gestational diabetes, hypertension, or thromboprophylaxis.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
mother_table,Clinical description,"Pregnancy is the period during which a foetus develops inside a woman's womb, typically lasting about 40 weeks from the last menstrual period. While a physiological process, it involves profound hormonal and physiological changes that can predispose individuals to specific complications, making it a critical period for health monitoring.",cohort_count,gemini-2.5-flash
mother_table,Frequency,"Pregnancy is a very common life event globally, with millions of pregnancies occurring annually. Cases are routinely identified and managed across primary care, hospital, and insurance data, covering antenatal, intrapartum, and postpartum periods.",cohort_count,gemini-2.5-flash
mother_table,Median age of incident cases,"28 to 32 (Individuals typically present in their late twenties to early thirties, reflecting the predominant childbearing age range globally.)",cohort_characteristics,gemini-2.5-flash
mother_table,Percentage male,"99% to 100% (Pregnancy exclusively affects individuals capable of carrying a pregnancy to term, who are overwhelmingly female.)",cohort_characteristics,gemini-2.5-flash
mother_table,Survival at five years,"99% to 100% (While pregnancy carries inherent risks and can lead to severe complications, the vast majority of pregnant individuals survive well beyond five years, with maternal mortality being a rare outcome.)",cohort_survival,gemini-2.5-flash
mother_table,Cohort overlap,pregnant_alcohol_misuse: 0.5-5%; antepartum_haemorrhage: 2-5%; dysfunctional_labour: 10-20%; eclampsia: 0.1-0.5%; ectopic_pregnancy: 1-2%; gestational_diabetes: 5-10%; hellp: 0.1-0.2%; preeclampsia: 3-5%; postpartum_endometritis: 1-3%; postpartum_haemorrhage: 5-10%; maternal_death: 0.005-0.02%; miscarriage: 10-20%; preterm_labour: 5-10%; anaphylaxis_pregnant: 0.001-0.01%; bells_palsy_pregnant: 0.001-0.005%; deep_vein_thrombosis_pregnant: 0.05-0.2%; disseminated_intravascular_coagulation_pregnant: <0.01%; encephalitis_pregnant: <0.001%; guillain_barre_syndrome_pregnant: <0.001%; haemorrhagic_stroke_pregnant: 0.001-0.005%; immune_thrombocytopenia_pregnant: 0.01-0.05%; ischaemic_stroke_pregnant: 0.001-0.005%; myocardial_infarction_pregnant: <0.001%; myocarditis_or_pericarditis_pregnant: <0.001%; pulmonary_embolism_pregnant: 0.01-0.05%; transverse_myelitis_pregnant: <0.001%; narcolepsy_pregnant: 0.001-0.01%; thrombosis_thrombocytopenia_syndrome_pregnant: <0.001%; obesity_pregnant: 20-40%; stillbirth: 0.5-1%,compare_cohorts,gemini-2.5-flash
mother_table,Cohort timing,"Most specific complications (the other cohorts) typically manifest during various stages of pregnancy, labour, or the postpartum period, thus occurring subsequent to the initial entry into the mother_table cohort (defined as the start of pregnancy), while pre-existing conditions like obesity or conditions diagnosed very early such as ectopic pregnancy may occur concurrently or very shortly after.",compare_cohorts,gemini-2.5-flash
mother_table,Frequently seen comorbidities,"Hypertension, Diabetes mellitus, Obesity, Anaemia, Mental health disorders, Thyroid disorders, Asthma, Chronic kidney disease, Cardiac disease, Substance use disorders (These are common chronic conditions in the reproductive age population that can complicate pregnancy or be exacerbated by its physiological changes.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
mother_table,Frequently seen signs and symptoms,"Nausea and vomiting, Fatigue, Breast tenderness, Missed menstrual period, Urinary frequency, Back pain, Swelling in extremities, Heartburn, Constipation, Shortness of breath (These are common physiological changes or minor discomforts experienced by many individuals during normal pregnancy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
mother_table,Frequently seen medications,"Prenatal vitamins, Folic Acid, Iron, Vitamin D, Calcium carbonate, Ispaghula husk, Doxylamine, Pyridoxine, Paracetamol, Levothyroxine (These medications are commonly used to support foetal development, manage minor pregnancy discomforts, or treat pre-existing conditions that require ongoing therapy during pregnancy.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
stillbirth,Clinical description,"Stillbirth is the death of a foetus at or after 24 completed weeks of gestation, before or during birth. Its aetiology is often multifactorial, including placental dysfunction, maternal medical conditions, infections, foetal abnormalities, and umbilical cord complications.",cohort_count,gemini-2.5-flash
stillbirth,Frequency,"Stillbirth is a relatively rare but significant obstetric complication, occurring in approximately 1 in 200 births globally, with lower rates in high-income countries. Cases can be identified in various real-world healthcare data sources, including hospital discharge records, birth registers, and obstetric-specific electronic health records.",cohort_count,gemini-2.5-flash
stillbirth,Median age of incident cases,"30 to 34 (The risk of stillbirth increases with advancing maternal age, thus the median age for mothers experiencing a stillbirth is typically slightly higher than the median age for all pregnant individuals.)",cohort_characteristics,gemini-2.5-flash
stillbirth,Percentage male,"53% to 56% (Foetal sex ratio among stillbirths is skewed towards males, as male foetuses are known to have a slightly higher biological vulnerability and increased risk of adverse perinatal outcomes.)",cohort_characteristics,gemini-2.5-flash
stillbirth,Survival at five years,"98% to 99% (Maternal survival after a stillbirth is very high, as the death is foetal; however, severe maternal complications that contributed to the stillbirth can rarely lead to subsequent maternal mortality.)",cohort_survival,gemini-2.5-flash
stillbirth,Cohort overlap,"Substantial overlap (10-40%) is expected with preeclampsia, gestational diabetes, antepartum haemorrhage, obesity, and preterm labour. Moderate overlap (5-15%) can be seen with eclampsia, HELLP, dysfunctional labour, and disseminated intravascular coagulation. Lesser overlap (1-5%) may occur with deep vein thrombosis, pulmonary embolism, haemorrhagic stroke, ischaemic stroke, immune thrombocytopenia, and pregnant alcohol misuse. Minimal overlap (less than 1%) is expected with maternal death, postpartum endometritis, anaphylaxis pregnant, Bells palsy pregnant, encephalitis pregnant, Guillain barre syndrome pregnant, myocardial infarction pregnant, myocarditis or pericarditis pregnant, transverse myelitis pregnant, narcolepsy pregnant, and thrombosis thrombocytopenia syndrome pregnant. There is no overlap (0%) with ectopic pregnancy and miscarriage due to definitional differences. All stillbirth cases would be part of the mother table (100%).",compare_cohorts,gemini-2.5-flash
stillbirth,Cohort timing,"Maternal conditions like preeclampsia, gestational diabetes, and obesity typically manifest weeks or months prior to a stillbirth diagnosis, while acute complications such as antepartum haemorrhage or eclampsia can precede it by hours to days, and postpartum haemorrhage would occur following the delivery of the stillborn infant.",compare_cohorts,gemini-2.5-flash
stillbirth,Frequently seen comorbidities,"Preeclampsia, Gestational diabetes, Obesity, Chronic hypertension, Antiphospholipid syndrome, Thyroid disorders, Renal disease, Intrahepatic cholestasis of pregnancy, Thrombophilia, Systemic lupus erythematosus (These conditions either directly impair placental function, compromise foetal development, or negatively impact overall maternal health, thereby significantly increasing the risk of stillbirth.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
stillbirth,Frequently seen signs and symptoms,"Reduced foetal movements, Vaginal bleeding, Abdominal pain, Uterine contractions, Hypertension, Proteinuria, Headache, Visual disturbances, Fever, Oedema (These signs and symptoms represent indications of potential foetal distress, placental compromise, severe maternal complications such as preeclampsia, or maternal infection, all of which can precede or be associated with stillbirth.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
stillbirth,Frequently seen medications,"Low-dose aspirin, Insulin, Labetalol, Nifedipine, Enoxaparin, Thyroxine, Antibiotics, Iron supplements, Folic acid, Oxytocin (These medications are typically prescribed to manage pre-existing maternal conditions such as diabetes, hypertension, or thrombophilias that increase the risk of stillbirth, or for the acute management of pregnancy complications and labour induction in the event of stillbirth.)","large_scale_characteristics, compare_large_scale_characteristics",gemini-2.5-flash
